vOTU	taxonomy
vOTU_1563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1460	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1784	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2466	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_5211	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_643	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_999	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1320	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_138	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1538	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_217	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_248	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_334	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_702	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_953	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_959	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_7082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1004	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1101	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1136	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_282	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_376	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_50	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_94	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_227	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1519	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_166	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_372	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_425	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_477	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_555	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_798	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_911	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_175	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_605	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_879	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_917	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1853	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2256	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_87	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4203	Viruses;Riboviria;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_219	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_41	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_978	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_357	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_825	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Oafivirinae;Buhlduvirus
vOTU_1113	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1488	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1662	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_642	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_6885	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_6888	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3583	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Unclassified;Unclassified
vOTU_1605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_5289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3935	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_57	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2379	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_86	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_274	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_275	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_276	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_281	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_284	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_290	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2298	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_409	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_687	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_42	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_9083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_14805	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_17678	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_17993	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_19812	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_19955	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_20799	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_21067	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_22289	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_23305	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_24399	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_4803	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5003	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5151	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5181	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5281	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5441	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5627	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5635	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5664	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5763	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5839	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5875	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_5907	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6010	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6015	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6041	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6053	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6055	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6064	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6105	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6130	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6131	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6139	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6161	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6229	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6234	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6263	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6264	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6265	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6266	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6267	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6273	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6300	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6301	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6334	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6348	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6351	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6355	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6370	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6406	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6409	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6591	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
vOTU_6621	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Unclassified;Unclassified
