#OTU ID	Taxonomy	BRK01R009	BRK01R237	BRK02R237	BRK03R009	BRK03R237	BRK04R009	BRK04R237	BRK05R009	BRK05R237	BRK06R009	BRK06R237	BRK07R009	BRK07R237	BRK08R009	BRK08R237	BRK09R009	BRK09R237	BRK100R237	BRK101R237	BRK102R237	BRK103R237	BRK104R237	BRK105R237	BRK106R237	BRK107R237	BRK108R237	BRK109R237	BRK10R009	BRK10R237	BRK110R237	BRK111R237	BRK112R237	BRK113R237	BRK114R237	BRK115R237	BRK116R237	BRK117R237	BRK118R237	BRK119R237	BRK11R237	BRK120R237	BRK121R237	BRK122R237	BRK123R237	BRK124R237	BRK125R237	BRK126R237	BRK127R237	BRK128R237	BRK129R237	BRK12R009	BRK12R237	BRK130R237	BRK131R237	BRK132R237	BRK133R237	BRK134R237	BRK135R237	BRK136R237	BRK137R237	BRK138R237	BRK139R237	BRK13R009	BRK13R237	BRK140R237	BRK141R237	BRK142R237	BRK143R237	BRK144R237	BRK14R009	BRK14R237	BRK15R009	BRK15R237	BRK16R009	BRK16R237	BRK17R009	BRK17R237	BRK18R009	BRK18R237	BRK19R009	BRK19R237	BRK20R009	BRK20R237	BRK21R009	BRK21R237	BRK22R009	BRK22R237	BRK23R009	BRK23R237	BRK24R009	BRK25R009	BRK25R237	BRK26R009	BRK26R237	BRK27R009	BRK27R237	BRK28R009	BRK28R237	BRK29R237	BRK30R009	BRK30R237	BRK31R009	BRK31R237	BRK32R009	BRK32R237	BRK33R009	BRK33R237	BRK34R009	BRK34R237	BRK35R009	BRK35R237	BRK36R009	BRK36R237	BRK37R009	BRK37R237	BRK38R237	BRK39R009	BRK39R237	BRK40R009	BRK40R237	BRK41R009	BRK41R237	BRK42R009	BRK42R237	BRK43R009	BRK43R237	BRK44R009	BRK44R237	BRK45R009	BRK45R237	BRK46R009	BRK46R237	BRK47R237	BRK48R009	BRK49R009	BRK49R237	BRK50R009	BRK50R237	BRK51R009	BRK51R237	BRK52R009	BRK52R237	BRK53R009	BRK53R237	BRK54R009	BRK54R237	BRK55R237	BRK56R009	BRK56R237	BRK57R237	BRK58R009	BRK58R237	BRK59R237	BRK60R237	BRK61R237	BRK62R237	BRK63R237	BRK64R237	BRK65R237	BRK66R237	BRK67R237	BRK68R237	BRK69R237	BRK70R237	BRK71R237	BRK73R237	BRK74R237	BRK75R237	BRK76R237	BRK77R237	BRK78R237	BRK79R237	BRK80R237	BRK81R237	BRK82R237	BRK83R237	BRK84R237	BRK85R237	BRK86R237	BRK87R237	BRK88R237	BRK89R237	BRK90R237	BRK91R237	BRK92R237	BRK93R237	BRK94R237	BRK95R237	BRK97R237	BRK98R237	BRK99R237
OTU_1	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_pyogenes	6	0	0	3	0	1	0	14	0	35	0	161	0	574	0	347	0	0	11	0	0	0	1	4	1	1	0	7	0	2	3	2	0	0	0	0	0	0	2	0	1	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	16	0	103	0	672	0	647	0	2	0	0	0	4	0	2	0	10	0	7	12	0	26	0	33	0	3	0	0	1	0	2	0	5	0	50	0	282	0	591	0	411	0	7	0	0	1	0	1	0	11	0	36	0	151	0	766	0	657	0	2	0	0	3	1	0	9	0	7	0	10	0	36	0	51	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	40	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	2	0	0	0	0	0	0	8	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	5	0	18	0	27	0	24	0	1	0	0	0	0	0	0	4	0	15	0	9	0	3	0	3	0	1	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group	255	0	0	30	0	4	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	180	0	0	0	9	0	2	0	0	0	0	3	0	1	0	1	0	206	0	0	6	0	2	0	1	0	0	0	0	0	2	0	1	0	267	0	0	5	0	2	0	0	0	1	0	2	0	2	0	0	0	201	0	0	4	0	0	1	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_5	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__uncultured_bacterium	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_6	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Lactobacillus_reuteri	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	1	1	1	0	1	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	2	3	0	1	8	0	0	0	0	0	0	0	0	0	0
OTU_7	k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__uncultured_organism	1	0	0	0	0	0	0	0	0	2	0	19	0	9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	62	0	19	0	31	0	27	0	0	0	0	0	0	0	0	0	2	0	17	31	0	33	0	26	0	0	0	0	0	0	1	0	0	0	1	0	22	0	18	0	14	0	0	0	0	1	0	0	0	1	0	8	0	27	0	39	0	23	0	0	0	0	0	1	0	4	0	24	0	27	0	26	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta;s__uncultured_bacterium	18	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	9	0	0	0	2	0	0	0	1	0	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_hirae	0	200	7	0	552	0	58	0	6	0	1421	0	1397	0	1282	0	658	3	6	2	5	2	7	6	9	7	3	0	690	6	2	9	8	11	6	3	6	3	4	1588	8	2	10	5	9	7	1	3	3	6	0	765	3	690	164	603	862	93	75	370	99	771	0	42	247	16	14	849	0	0	341	0	123	0	355	0	1187	0	1032	0	575	0	38	0	9	0	866	0	16	0	0	385	0	1372	0	979	0	1577	1113	0	1924	0	829	0	1410	0	1227	0	22	0	13	0	1275	0	139	583	0	105	0	66	0	61	0	10	0	8	0	627	0	897	0	1951	14	0	0	692	0	165	0	693	0	37	0	764	0	1744	499	0	41	21	0	1524	209	16	76	490	1815	823	774	524	6	944	2041	1375	16	125	359	328	1213	1383	533	188	1491	742	530	26	1458	1028	345	28	76	438	1729	852	311	20	1102	19	22	6	7
OTU_10	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	6	0	4	2	10	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	3	0	1	0	5	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	14	0	23	0	16	0	0	0	0	0	0	0	0	0	0	5	0	5	1	14	0	9	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganella_morganii	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	170	56	191	642	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	1	0	1	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0
OTU_13	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__uncultured;s__uncultured_bacterium	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14	k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_longum	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	82	83	55	107	86	90	85	105	112	0	0	58	104	60	0	0	1	89	145	111	81	0	100	79	73	1	108	31	1	1	1	62	0	1	162	0	0	0	0	1	1	0	0	0	0	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	4	0	2	0	0	1	0	0	0	0	2	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	2	0	1	1	1	0	1	0	0	0	2	1
OTU_16	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Mitsuokella	3	0	0	0	0	0	0	1	0	0	0	6	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	0	1	0	3	0	3	0	3	0	4	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17	k__Eukaryota;p__Vertebrata;c__Mammalia;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	336	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	8	31	5	45	0	17	0	4	0	2	12	0	0	9	0	0	6	0	0	0	0	2	0	0	0	0
OTU_18	k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_bacterium	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__uncultured_bacterium	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__;g__;s__uncultured_bacterium	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gallolyticus	0	5	67	10	31	113	48	76	150	26	2	2	2	2	0	2	0	3	0	1	0	2	0	0	3	0	0	2	35	0	1	0	0	3	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	21	3	1	0	24	1	3	4	11	2	7	2	120	0	2	25	105	2	0	144	5	45	95	14	16	5	0	10	0	3	15	0	23	39	44	370	1	121	6	65	7	2	4	0	3	0	1	1	13	21	0	107	0	112	0	32	0	4	1	2	2	3	6	1	15	34	26	1	134	46	71	2	32	2	5	28	5	15	2	1	1	1	5	30	130	3	111	42	52	1	5	0	3	0	4	0	6	1	72	1	0	2	4	27	0	1	0	1	0	1	14	1	0	6	6	0	2	0	2	0	0	0	1	0	3	3	1	0	0	0	5	0	0	7	10	29	2	4	15	0	2
OTU_22	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lactobacillus_paracasei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	79	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	90	0	0	0
OTU_23	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	4	56	4	1	31	0	40	0	23	0	2	1	8	0	17	0	6	5	11	3	24	72	1	1	7	2	6	5	8	7	17	17	7	30	1	7	6	1	3	6	3	6	26	5	19	7	5	2	1	7	1	8	19	7	24	6	4	73	44	40	113	10	0	395	5	14	44	5	0	0	0	0	9	1	12	0	5	1	50	4	7	0	2	0	146	1	1	0	1	0	0	37	0	13	0	0	3	29	5	0	11	0	10	0	20	0	7	0	17	0	0	0	0	8	48	7	1	13	0	4	1	9	0	2	0	27	0	10	1	9	5	4	3	0	0	1	0	62	0	101	0	79	0	2	0	0	11	0	66	38	0	23	75	48	1	771	7	31	63	130	76	145	12	114	6	39	227	173	13	104	9	0	5	24	38	62	70	16	17	21	16	45	101	6	8	3	1519	3	4	9	1
OTU_24	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__uncultured_bacterium	16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	15	12	8	29	25	24	51	108	0	0	69	39	53	0	0	0	24	35	22	9	0	6	10	18	0	24	11	0	0	1	25	0	0	22	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1
OTU_27	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	3	0	0	11	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	0	1	0	1	0	1	0	2	0	0	0	7	0	11	0	6	0	0	0	0	1	0	1	0	1	0	0	3	0	2	0	1	0	0	0	1	0	1	0	0	0	2	0	0	10	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	6	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
