#OTU ID	Taxonomy	BRK01R009	BRK01R237	BRK02R237	BRK03R009	BRK03R237	BRK04R009	BRK04R237	BRK05R009	BRK05R237	BRK06R009	BRK06R237	BRK07R009	BRK07R237	BRK08R009	BRK08R237	BRK09R009	BRK09R237	BRK100R237	BRK101R237	BRK102R237	BRK103R237	BRK104R237	BRK105R237	BRK106R237	BRK107R237	BRK108R237	BRK109R237	BRK10R009	BRK10R237	BRK110R237	BRK111R237	BRK112R237	BRK113R237	BRK114R237	BRK115R237	BRK116R237	BRK117R237	BRK118R237	BRK119R237	BRK11R237	BRK120R237	BRK121R237	BRK122R237	BRK123R237	BRK124R237	BRK125R237	BRK126R237	BRK127R237	BRK128R237	BRK129R237	BRK12R009	BRK12R237	BRK130R237	BRK131R237	BRK132R237	BRK133R237	BRK134R237	BRK135R237	BRK136R237	BRK137R237	BRK138R237	BRK139R237	BRK13R009	BRK13R237	BRK140R237	BRK141R237	BRK142R237	BRK143R237	BRK144R237	BRK14R009	BRK14R237	BRK15R009	BRK15R237	BRK16R009	BRK16R237	BRK17R009	BRK17R237	BRK18R009	BRK18R237	BRK19R009	BRK19R237	BRK20R009	BRK20R237	BRK21R009	BRK21R237	BRK22R009	BRK22R237	BRK23R009	BRK23R237	BRK24R009	BRK25R009	BRK25R237	BRK26R009	BRK26R237	BRK27R009	BRK27R237	BRK28R009	BRK28R237	BRK29R237	BRK30R009	BRK30R237	BRK31R009	BRK31R237	BRK32R009	BRK32R237	BRK33R009	BRK33R237	BRK34R009	BRK34R237	BRK35R009	BRK35R237	BRK36R009	BRK36R237	BRK37R009	BRK37R237	BRK38R237	BRK39R009	BRK39R237	BRK40R009	BRK40R237	BRK41R009	BRK41R237	BRK42R009	BRK42R237	BRK43R009	BRK43R237	BRK44R009	BRK44R237	BRK45R009	BRK45R237	BRK46R009	BRK46R237	BRK47R237	BRK48R009	BRK49R009	BRK49R237	BRK50R009	BRK50R237	BRK51R009	BRK51R237	BRK52R009	BRK52R237	BRK53R009	BRK53R237	BRK54R009	BRK54R237	BRK55R237	BRK56R009	BRK56R237	BRK57R237	BRK58R009	BRK58R237	BRK59R237	BRK60R237	BRK61R237	BRK62R237	BRK63R237	BRK64R237	BRK65R237	BRK66R237	BRK67R237	BRK68R237	BRK69R237	BRK70R237	BRK71R237	BRK73R237	BRK74R237	BRK75R237	BRK76R237	BRK77R237	BRK78R237	BRK79R237	BRK80R237	BRK81R237	BRK82R237	BRK83R237	BRK84R237	BRK85R237	BRK86R237	BRK87R237	BRK88R237	BRK89R237	BRK90R237	BRK91R237	BRK92R237	BRK93R237	BRK94R237	BRK95R237	BRK97R237	BRK98R237	BRK99R237
OTU_333	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gallolyticus	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	3	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_334	Unassigned	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_335	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__uncultured_bacterium	2	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_336	k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_mortiferum	1	0	0	4	0	5	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	4	0	0	0	0	1	0	0	0	1	0	0	4	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	4	0	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_337	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__;s__uncultured_organism	7	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_338	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_amylovorus	51	0	0	26	0	4	1	2	1	0	0	1	3	0	47	0	0	0	8	0	0	0	0	15	28	0	0	89	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	37	0	2	0	1	0	0	0	25	0	73	0	4	0	0	0	0	36	0	3	0	0	0	1	0	0	3	0	43	95	0	0	74	38	0	7	0	3	1	1	0	0	0	1	0	23	68	0	1	15	0	4	32	0	0	1	0	0	0	0	30	0	13	84	0	0	35	1	7	0	1	1	0	0	0	0	1	1	0	0	99	52	0	31	1	0	1	0	0	0	0	9	0	0	0	2	1	0	1	8	1	1	0	7	22	51	0	216	25	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	28	16	251	110	29	12	0	0	0	7	0	0	0	0
OTU_339	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__uncultured_bacterium	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_340	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	5	3	0	1	0	0	0	0	3	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	8	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	1	2	1	0	0	1	1	0	3	0	0	1	0	8	0	3	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	7	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	14	0	0	8	0	0	2	1	2	0	6	33	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_341	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_342	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0	6	15	2	102	3	27	1	29	1	1	1	2	0	6	1	5	4	3	1	0	16	1	6	11	6	1	0	90	1	1	1	3	10	0	2	3	0	3	62	1	0	2	10	2	1	0	1	0	0	0	67	0	1	70	0	49	0	34	2	7	1	0	3	0	16	46	0	0	2	17	1	63	1	43	3	0	2	60	0	98	0	44	0	23	2	13	1	38	1	2	110	0	0	3	4	0	72	81	0	29	1	0	1	7	0	19	0	58	0	42	0	15	0	41	93	0	3	0	19	1	95	0	44	2	50	4	127	2	1	2	28	31	1	2	4	3	66	2	4	1	21	1	43	1	0	2	0	49	30	0	4	2	77	0	0	3	1	2	1	14	26	1	3	32	4	3	7	49	2	4	0	2	0	18	1	7	0	41	3	25	7	1	2	26	54	17	35	47	1	6
OTU_343	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gallolyticus	0	0	43	2	39	6	37	7	104	11	3	12	1	12	2	7	1	1	3	0	0	0	1	0	0	1	0	2	27	0	1	0	0	2	0	0	2	0	0	16	0	0	0	1	0	0	0	1	1	1	1	17	0	1	51	1	8	1	12	3	3	2	7	1	1	25	135	2	0	4	8	9	45	13	20	8	4	21	15	0	51	0	72	5	67	17	11	9	1	19	13	48	13	7	15	6	1	20	21	1	5	5	3	7	3	3	5	12	168	10	100	20	5	0	21	40	3	6	10	41	6	148	11	171	6	177	13	47	8	3	0	8	0	1	5	1	7	45	19	3	8	42	7	16	13	2	0	0	100	59	0	2	3	178	27	0	1	5	1	0	45	19	5	6	2	1	4	5	35	2	4	0	4	2	7	5	4	6	36	2	21	12	5	4	20	157	18	1	1	1	1
OTU_344	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	0	9	2	0	2	0	0	0	7	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	5	2	0	22	0	1	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0	0	54	26	2	0	2	1	0	0	3	0	8	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU_345	k__Bacteria;p__Firmicutes;c__Clostridia	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_346	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pluranimalium	1	12	5	1	2	0	4	2	6	0	0	0	2	0	0	0	27	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	1	0	2	20	4	0	3	0	2	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	1	1	0	0	4	0	0	0	0	2	0	2	3	0	1	3	0	2	0	0	0	0	1	0	0	0	2	10	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	6	0	0	2	0	0	0	0	0	3	0	1	0	2	0	0	68	0	0	1	0	3	0	12	1	0	2	0	1	36	5	4	1	3	0	249	2	75	4	0	1	0	0	2	12	36	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_347	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_freundii	0	12	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	4	7	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	1	1	0	0	0	0	0	0	1	0	14	3	5	1	2	0	14	4	9	18	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	2	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	14	6	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	8	0	6	11	1	0	0	0	0	0	0	4	7	2	0	0	2	0	1	1	7	8	1	1	0	26	44	4
OTU_348	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella_cibaria	0	0	2	0	3	0	0	0	1	0	1	0	3	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	4	0	0	2	0	1	2	1	1	1	0	0	0	1	0	0	1	0	3	0	0	1	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	4	0	2	0	1	0	0	0	0	0	1	0	0	2	0	332	0	1	1	0	1	0	1	0	1	0	0	0	167	0	1	0	1	0	0	0	2521	2	0	0	0	4	0	0	0	2	0	2	0	1131	0	2	0	387	0	0	0	29	0	1	0	2	0	1	0	1	0	1	1	0	2	3	0	1	1	2	2	1	1	0	0	9	0	0	1	4	1	2	1	0	0	2	1	0	2	0	0	1	4	3	0	1	1	0	2	3	1	2	2	0	2	0	0
OTU_349	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Lactobacillus_salivarius	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_350	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	1	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	5	0	0	6	0	0	0	0	1	0	1	0	0	0	8	1	1	0	9	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
OTU_351	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_elsdenii	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	3	0	4	0	13	0	3	0	0	0	0	0	0	1	0	3	0	0	0	10	0	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_352	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__;g__;s__uncultured_bacterium	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_353	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gallolyticus	4	0	19	3	12	21	13	24	63	34	0	26	0	28	0	34	0	2	1	1	0	1	0	0	2	0	0	5	6	1	0	0	0	6	1	1	8	0	0	7	0	0	0	0	0	1	0	1	0	0	11	4	0	0	20	0	3	0	3	2	2	1	12	0	0	14	51	0	0	33	2	40	22	36	3	31	0	40	2	2	15	0	22	17	25	35	0	52	3	56	34	15	58	0	38	0	2	1	3	15	4	23	0	12	1	30	1	41	53	47	26	64	2	5	1	11	11	1	63	18	27	68	43	46	35	42	58	14	30	0	2	4	4	21	22	2	31	12	27	0	29	17	26	4	29	0	0	2	29	10	0	0	0	58	0	0	0	0	0	0	9	0	0	0	1	1	0	0	8	0	1	0	0	0	2	2	0	0	7	0	7	1	0	0	3	42	1	2	6	1	0
OTU_354	Unassigned	0	0	0	0	0	0	0	5	0	3	0	34	0	116	0	108	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	9	0	16	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	12	0	200	0	335	0	313	0	4	0	0	0	0	1	0	3	0	2	0	17	0	23	0	15	0	3	0	0	0	0	0	3	0	2	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_355	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	20	0	0	0	0	0	0	3	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	18	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	23	0	0	0	0	0	0	1	0	5	0	10	0	6	0	4	0	19	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_356	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_357	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_hirae	0	12	0	0	25	0	2	0	1	0	21	0	23	0	18	1	21	0	0	0	1	0	1	1	3	0	0	0	23	2	0	0	0	0	0	0	0	0	0	31	0	0	1	0	0	1	1	3	1	1	0	21	2	14	3	17	14	1	6	8	0	17	0	1	6	1	0	36	0	0	8	0	8	0	16	0	39	0	28	0	12	0	2	0	0	0	22	0	3	0	0	20	0	28	0	31	0	42	19	0	35	0	37	0	32	0	39	0	2	0	0	0	40	0	2	10	0	7	0	3	0	2	0	2	0	0	0	17	0	36	0	48	6	0	0	17	0	4	0	32	0	1	0	31	0	30	13	0	3	1	0	28	3	1	26	20	49	14	49	19	0	36	69	32	1	8	12	21	32	44	7	7	47	50	14	2	52	28	22	2	2	23	52	13	13	2	36	2	1	0	0
OTU_358	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_359	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	1	0	0	3	0	8	0	5	0	0	0	2	1	4	0	2	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	12	0	4	0	7	0	5	0	5	0	2	0	0	0	2	0	14	0	11	0	3	0	0	2	0	2	0	0	0	0	5	0	6	0	7	1	3	0	6	0	6	0	2	0	4	0	0	9	0	3	0	8	0	2	0	5	0	2	0	3	0	4	0	1	5	10	0	14	0	6	0	5	0	2	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_360	k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	5	0	20	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
