vOTU	Chem_1	Chem_10	Chem_11	Chem_12	Chem_13	Chem_14	Chem_15	Chem_16	Chem_17	Chem_18	Chem_19	Chem_2	Chem_20	Chem_21	Chem_22	Chem_23	Chem_24	Chem_25	Chem_26	Chem_27	Chem_28	Chem_29	Chem_3	Chem_30	Chem_31	Chem_32	Chem_33	Chem_34	Chem_35	Chem_36	Chem_37	Chem_38	Chem_39	Chem_4	Chem_40	Chem_41	Chem_42	Chem_43	Chem_44	Chem_45	Chem_46	Chem_47	Chem_48	Chem_49	Chem_5	Chem_50	Chem_51	Chem_52	Chem_53	Chem_54	Chem_55	Chem_56	Chem_57	Chem_58	Chem_59	Chem_6	Chem_60	Chem_61	Chem_62	Chem_63	Chem_7	Chem_8	Chem_9	P1	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P2	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P3	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P4	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P5	P50	P51	P52	P53	P54	P55	P56	P57	P58	P6	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P7	P70	P71	P8	P9
vOTU_19	2810.593695	3967.570724	237760.4049	19988553.05	172358.7631	87309.89931	15620.17065	5423.83806	7753.363322	9593.179682	1733.14811	352488.7055	276218.2443	7163956.814	128250.4637	241773.7622	29129.43529	18788.51649	12841.58743	9594.917493	3941.350901	83041.85509	15827781.27	16132892.45	0	58642.99432	129690.5717	73432.147	29942.6436	9928.164518	8821.778402	4815.945048	0	271819.8258	0	9948677.277	150710.0533	136518.684	20504.2783	13403.32731	18572.39749	15883.74333	1422.227384	287105.3939	125526.5587	13602485.65	173366.0512	107285.8709	108346.0977	25224.6109	13833.52301	17078.29612	6446.669022	797890.8215	2558.523522	19767.81923	4310.004076	12082.90448	110538.3692	0	5296.004075	9997.873603	10313.05939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11447337.91	0	0	0	0	0	0	0	197337.281	0	0	0	0	0	0	0	0	0
vOTU_24	24297.61551	31856.3694	0	111885.4066	24543.74697	10278.6285	0	0	0	0	61288.6205	0	0	273874.9682	46923.20228	0	10910.75117	0	0	0	35417.09719	0	113899.1101	133202.0854	0	0	21619.15688	5256.032397	0	0	0	0	47860.96352	32698.40138	0	116491.9131	36816.52935	14655.0089	0	0	0	0	48180.89596	0	8946.665955	141214.6755	29614.01088	12963.02233	7207.930167	0	0	0	527261.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7172.077571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560376.1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_30	13172.50275	17378.60521	152564.582	371712.2018	2693558.034	1589631.029	797846.5688	52277.65043	3736.200692	5171.651098	35082.77001	90158.71578	128580.8541	392455.6131	4762276.881	0	1646907.247	48860.91572	0	0	23143.01594	0	145141.2144	146807.986	0	0	2505229.805	919938.7694	444492.1331	81334.84791	8657.042532	7360.177556	21540.70076	2410278.513	43285.8505	244364.5852	4119220.103	1227773.95	678922.2575	35766.79193	0	0	20473.27706	86631.08406	1154571.755	289027.122	4030888.539	1521184.916	1324121.05	48828.72441	8029.58502	0	84814.44574	0	1882.889449	403255.3962	1691.954525	9471.838004	0	0	192787.8203	7900.162082	6876.918309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214771.8427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_31	0	0	0	0	683139.4904	506410.568	155987.549	0	0	0	0	0	0	0	1441486.562	0	563059.1445	0	0	0	0	0	0	0	0	0	672708.7596	178292.9544	147857.8137	0	0	0	0	1018738.525	0	0	1389875.748	421091.3994	0	0	0	0	0	0	331197.2478	0	1418660.975	483797.9718	378936.2573	0	0	0	76131.4946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_32	0	5683.460891	0	0	345722.8591	0	105178.0358	0	0	0	0	0	0	0	146168.1186	0	0	0	0	0	0	0	0	0	0	0	339845.961	180184.9408	0	0	0	0	0	102941.7754	0	0	281472.6654	106663.5052	0	0	0	0	0	0	55939.09917	0	0	183921.4085	128017.8921	0	0	0	3001.400372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_35	1842.157485	7431.969429	0	72905.15698	12157.80255	0	0	0	0	0	9634.229332	0	0	78831.3509	15222.83769	0	0	0	0	0	10647.92471	0	119158.504	57517.89841	0	0	5426.401915	0	0	0	0	0	10483.1659	16004.35455	0	45770.40331	16133.6635	5835.93895	0	0	0	0	10502.61971	0	5449.123033	42193.9116	7142.999389	5629.325239	0	0	0	0	106773.8681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159032.7809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_37	17337.4656	12369.59848	0	39520.36268	17776.66957	12892.32482	21205.8997	77604.23139	1687516.271	3826270	20152.17577	0	0	106318.6071	35147.3653	0	15819.8608	0	0	0	20399.31688	0	118961.717	81341.23583	0	0	21981.89279	6721.534073	3879.343609	8366.391766	569556.8263	983101.7429	23136.58325	32922.90318	0	73110.85343	46002.37372	12861.58153	17397.28065	88383.85881	12128169.76	13753365.47	18010.51843	0	8575.086037	52471.15733	11412.94009	0	3856.499782	0	0	39122.10087	30848.70286	0	0	34391.69319	308596.9582	0	0	0	488666.4787	9194623.025	4634731.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309364.2622	0	5658074.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_43	3485.566402	3815.611982	0	9953.850283	2264.105229	1458.940948	0	0	0	0	8018.414764	0	0	28110.13742	4065.959259	0	694.1378258	0	0	0	4520.63115	0	9259.733927	13449.76183	0	0	2227.072607	542.09307	0	0	0	0	6022.19372	3097.171496	0	11611.09616	3880.804374	1765.028461	0	0	0	0	7198.365298	0	1035.221739	16755.6496	3070.735087	1053.711013	917.8420493	0	0	0	63338.82023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.2893037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46247.41387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_50	1454.678273	1529.797816	0	8990.755572	0	0	0	0	0	0	2354.072662	0	0	37140.76621	0	0	7497.055672	0	0	0	2601.813503	0	20603.69709	33160.09327	0	0	0	0	0	0	0	0	3225.937488	5525.903994	0	19507.979	0	0	0	0	0	0	2086.254719	0	0	21532.83376	0	0	11206.87564	0	0	0	0	0	0	0	73363.20581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_55	842.2729998	2323.506649	0	65020.19685	6383.396295	0	0	0	0	0	3445.906808	0	0	58694.94652	7828.56472	0	0	0	0	0	3135.408577	0	90474.84876	62515.9967	0	0	4293.970441	0	0	0	0	0	2305.318326	6277.051375	0	33883.91216	7287.509934	2552.916512	0	0	0	0	2324.868752	0	3168.62358	52878.32217	5670.975868	0	0	0	0	0	0	0	1515.489488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18652.17994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_56	0	2537.009694	0	3883.779192	0	0	0	0	0	0	3019.015928	0	0	21674.76685	4319.058723	0	0	0	0	0	2402.365139	0	4203.698158	13767.08274	0	0	2357.380543	0	0	0	0	0	3177.359621	2945.350075	0	9996.859089	3593.465944	1071.69416	0	0	0	0	4182.682563	0	0	9628.398823	0	1157.966047	0	0	0	0	67187.6109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93638.26762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_61	1775.709962	2179.636498	402837.6132	9340.021211	159953.54	5879561.671	1379491.766	36364.8587	0	6291.989968	929.8571794	170654.9468	0	3757.19042	46760.85794	0	1092879.03	16429.22586	5875.670257	4173.227739	0	0	10864.39691	0	0	0	198876.2176	8185588	1834050.301	518427.1067	12447.7855	10265.56913	1502.72202	777686.3258	69432.54037	0	206773.5761	5262468.081	1574710.207	40405.85259	17895.41746	9895.086879	1356.027877	0	4829275.837	6605.819521	24540.75535	225651.0611	677313.8087	30040.53257	36913.82065	23854.07852	0	330770.5117	2345.470654	2454200.384	0	8707.825476	92716.89746	0	23883.93139	9834.630847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12135.86649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_62	15225.18892	23050.29885	0	51375.17239	21414.42521	9975.235166	0	0	0	0	19420.91184	0	0	132909.061	37797.00149	0	4799.406754	0	0	0	30131.41124	0	154230.8886	138343.3167	0	0	26390.69253	5017.201321	0	0	0	0	27720.51392	36245.88734	0	71253.84443	36779.9403	10157.47578	0	0	0	0	21334.72698	0	12513.25363	59517.35108	14670.50079	7810.70023	5670.160103	0	0	0	0	0	0	0	402171.8774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668208.6568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_64	2345.65443	4789.70973	0	0	0	0	0	0	0	0	8062.699113	0	0	13388.43526	0	0	0	0	0	0	5407.113488	0	8109.742487	7466.452982	0	0	0	0	0	0	0	0	4994.223331	0	0	5128.22765	0	0	0	0	0	0	4783.510151	0	0	5880.702018	0	0	0	0	0	0	63766.37894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48130.24069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_65	7410.304311	10398.13042	0	12437.90555	4856.930258	0	0	0	0	0	6871.548103	0	0	34342.03043	8553.220145	0	4860.812857	0	0	0	11509.32528	0	40172.69577	31141.23893	0	0	5755.403297	0	4557.270422	0	0	0	11604.17921	10111.21805	0	17412.57707	9075.798876	7127.065329	0	0	0	0	8280.466341	0	0	13895.44582	0	0	5523.249046	0	0	0	0	0	0	0	149451.5798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274336.3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_69	4437.540476	6586.175765	0	13503.20673	7541.624292	3209.535583	0	0	0	0	5206.39125	0	0	45209.9124	11222.83522	0	2598.962116	0	0	0	9076.307921	0	34470.73483	36910.16695	0	0	6778.075372	2261.392606	0	0	0	0	9201.934687	9871.559724	0	25865.38654	13958.58918	3274.31482	0	0	0	0	7710.995703	0	6127.088173	22862.43264	5066.678538	3618.53966	2066.244076	0	0	0	0	0	0	0	124717.2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107240.7847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_71	1047.739804	2088.740214	0	62378.80462	7039.00783	0	0	0	0	0	3682.582691	0	0	54395.28234	8824.701275	0	0	0	0	0	3025.558873	0	97247.58868	63987.90498	0	0	4545.78391	0	0	0	0	0	2196.887494	7524.3803	0	30797.67605	7476.983078	4370.143391	0	0	0	0	2554.779388	0	3561.106798	48418.41803	6184.14705	0	0	0	0	0	0	0	1439.913248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24948.31143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_72	491.5044517	971.9733595	0	31154.72483	3459.0362	2274.127583	0	0	0	0	1704.614452	0	0	36772.95142	4315.939724	0	0	0	0	0	1495.054568	0	41505.32695	34656.05836	0	0	2390.270149	0	0	0	0	0	1182.431433	3397.629689	0	15562.30145	5269.55392	1925.512358	0	0	0	0	1241.74076	0	1945.505779	27795.19694	3329.658929	0	0	0	0	0	0	0	578.672339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8629.698402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_80	29918.66343	28253.43294	0	30564.55756	0	0	0	0	0	0	31771.94738	0	0	53986.09565	0	0	0	0	0	0	45668.77883	0	88932.49744	29465.88538	0	0	0	0	0	0	0	0	40243.36887	10723.87916	0	39712.76494	7272.752952	0	0	0	0	0	26274.8563	0	0	24599.95508	0	0	0	0	0	0	0	0	0	0	456617.8617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522797.398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_92	18697.53566	16981.16725	0	75509.21394	14894.8717	7304.388528	0	0	0	0	32867.87319	0	0	147770.9078	22053.14144	0	5756.596811	0	0	0	32577.9584	0	133920.7906	119077.3812	0	0	17708.16368	5587.898166	0	0	0	0	31914.98415	36173.77502	0	92812.69574	27101.29554	13925.24164	0	0	0	0	22950.39081	0	13200.57883	91797.52772	15786.11818	10464.99214	5229.150958	0	0	0	0	0	0	0	482749.1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563304.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_94	653.6855131	1486.233089	0	55464.07703	5830.02042	0	0	0	0	0	2866.226451	0	0	43204.59899	6168.127661	0	0	0	0	0	2252.021373	0	73333.72342	57365.83447	0	0	3406.324641	0	0	0	0	0	1556.00136	5326.495735	0	25746.48254	6349.63737	2868.161915	0	0	0	0	1759.75027	0	2934.831717	44208.61366	4141.648397	0	0	0	0	0	0	0	1010.279062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17191.65779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_96	11651.42801	11383.06697	0	11438.60619	0	0	0	0	0	0	13134.11143	0	0	23408.19497	0	0	0	0	0	0	18600.5646	0	26169.90095	21031.45007	0	0	0	0	0	0	0	0	14647.49273	4921.963256	0	15752.57195	0	0	0	0	0	0	9309.187718	0	0	12117.77737	0	0	0	0	0	0	0	0	0	0	139205.9039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172000.8885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_105	6387.605667	13922.72128	0	14495.52872	0	0	0	0	0	0	13265.38293	0	0	29217.17092	6807.736921	0	0	0	0	0	13360.39352	0	26245.24313	17480.07179	0	0	0	0	0	0	0	0	12106.11348	5958.786459	0	11836.45094	0	0	0	0	0	0	12597.30409	0	0	13142.68757	0	0	0	0	0	0	123388.4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191559.9282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_107	15236.09635	28608.2073	0	40216.06511	14579.98558	7601.008062	0	0	0	0	53190.13501	0	0	141894.996	20536.2096	0	6131.336342	0	0	0	29612.40779	0	52206.85455	73965.48799	0	0	9726.220299	3909.865128	0	0	0	0	26621.9519	15694.844	0	40709.19098	20756.84959	10267.47066	0	0	0	0	28400.63414	0	5545.59216	63622.89166	13624.7821	7526.263127	0	0	0	0	226200.7581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41315.95802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370008.2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_109	554.758298	920.9414692	0	22057.47963	2503.777426	0	0	0	0	0	1311.830315	0	0	17458.26668	2871.107902	0	0	0	0	0	1282.061924	0	26086.29434	28758.33067	0	0	1535.473523	0	0	0	0	0	884.8610536	2077.278327	0	11356.89326	2915.834796	1700.818439	0	0	0	0	774.3115114	0	985.8832868	19547.65489	1977.874336	0	0	0	0	0	0	0	295.6426813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6005.495252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_111	25593.1513	58694.51151	0	184302.0144	98364.17791	89267.27549	78981.5141	0	0	0	75743.85118	0	0	356684.4342	132963.944	0	65468.71153	0	0	0	60971.86978	0	137827.4031	266745.211	0	0	72685.39208	28998.28897	7836.026851	0	0	0	44643.85791	97852.4734	0	144582.0681	97498.54592	61337.71029	23026.11982	0	0	0	52408.98265	0	144164.2279	205512.4404	80259.17303	55018.42734	29488.54106	0	0	0	0	0	78530.20579	269320.0815	0	0	0	0	11150.8007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442038.6812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_134	352991.0161	710067.0642	170609.2798	2679410.326	563942.7959	204104.1146	43687.61736	3044.317498	3944.044987	6780.362191	906808.2418	92816.01383	142222.3108	2486861.706	454084.5281	401291.1932	73844.2963	0	3732.750617	4743.974436	857234.6273	0	2627880.572	3049692.096	0	0	382679.8775	145985.1139	22348.1587	3018.847946	0	0	607132.3489	471781.9046	0	1402682.25	536715.6784	242500.7089	25878.41036	4466.277186	0	0	719305.6002	0	156658.0246	2146902.935	451532.0357	209701.3454	69534.30866	0	0	0	0	235283.8636	862737.6292	5778.203494	4484.134618	0	0	0	0	0	4272.701534	0	0	0	0	0	0	0	0	59867.4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6741601.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_137	6187.037244	10196.58918	0	10846.75821	6406.434998	0	0	0	0	0	7827.952106	0	0	37933.99473	11405.57192	0	0	0	0	0	11212.89238	0	37350.304	33429.00296	0	0	9395.776914	0	0	0	0	0	12362.6943	14574.27676	0	19346.44628	10794.69187	0	0	0	0	0	9847.385177	0	4110.659523	15254.64003	0	0	0	0	0	0	0	0	0	0	208741.5388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11828.27467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303896.9284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_141	46771.29575	47520.60683	6012.493173	120369.7966	27051.03418	8054.035965	2157.276087	0	169.1084954	258.4187084	74229.67379	0	16871.8286	200886.3651	28868.48816	0	3379.619692	0	0	0	80202.53032	0	289157.6207	180321.7366	0	0	19888.90032	6756.224926	1055.906403	0	0	0	63208.64199	37410.42469	0	118902.5393	38054.4212	18282.25522	2772.672943	0	0	0	52151.69175	0	11748.50165	138339.4379	20902.9457	11259.08366	2907.386172	0	0	0	0	0	8709.101038	0	648753.5863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3286.135097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717721.8921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_155	9904.86351	23174.86797	0	57141.97799	18982.7969	8561.330571	0	0	0	0	17215.89562	0	0	117558.0423	27094.70725	0	6040.440151	0	0	0	30845.1112	0	135481.9379	131480.0889	0	0	24807.67975	7466.038206	0	0	0	0	28992.48446	31769.49538	0	72924.83423	29019.41801	9594.06097	0	0	0	0	31703.3454	0	12597.30649	64009.15565	15167.92794	9541.316216	7560.487994	0	0	0	0	0	0	5710.164292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431066.9523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_162	23495.02228	19666.29472	0	226492.9902	32992.57153	26378.89791	0	0	0	0	46422.51227	0	0	289110.079	23491.74318	0	0	0	0	0	56171.88403	0	624591.3786	290990.7395	0	0	17604.97215	0	0	0	0	0	41573.02193	74273.46694	0	156454.1547	51851.84901	31403.5358	4125.84238	0	0	0	28517.52805	0	0	206555.5537	14697.89822	7261.856983	0	0	0	0	0	0	0	0	230256.6173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148837.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_163	1294.13086	2590.851009	0	142441.2923	646565.9922	183819.0924	36837.55242	0	0	0	3460.452138	0	0	242773.1467	765875.0798	0	48675.80866	0	0	0	3388.482354	0	64971.41753	131925.1525	0	0	409733.1634	68266.87027	14235.03265	0	0	0	1682.632893	314707.788	0	148084.0881	1208512.369	358087.4419	27000.45427	0	0	0	2206.423174	0	82295.51538	120510.4766	577249.7263	90431.69803	43953.07912	0	0	0	0	0	3443.318717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42650.36644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_164	2896.332136	2548.775899	0	0	0	0	0	0	0	0	4055.358044	0	0	10919.8059	0	0	0	0	0	0	4270.087076	0	10437.67724	6791.51672	0	0	0	0	0	0	0	0	2293.581901	0	0	0	0	0	0	0	0	0	2316.756996	0	0	3962.233454	0	0	0	0	0	0	0	0	0	0	41418.19705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37733.29969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_165	29511.63913	20750.05801	0	257281.0212	33153.06035	0	0	0	0	0	28766.47171	0	0	225475.4379	29507.5222	0	0	0	0	0	38183.4688	0	476121.2883	137602.9376	0	0	8845.305096	11977.79374	0	0	0	0	43007.96722	30731.96224	0	209620.2863	37217.19871	19722.68454	0	0	0	0	26405.09589	0	46950.8141	142443.361	9846.263293	7297.181673	0	0	0	0	0	0	0	0	282357.9922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793667.8921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vOTU_177	4524.666785	6909.304808	0	11280.59418	0	0	0	0	0	0	13345.94571	0	0	17717.42785	0	0	0	0	0	0	8236.628477	0	15777.2689	12564.7159	0	0	0	0	0	0	0	0	6758.145797	3617.149973	0	7108.972401	0	0	0	0	0	0	5466.045362	0	0	7628.604118	0	0	0	0	0	0	71860.19169	0	2533.122117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102677.3997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
